Modelo,Dia Prevista,Valor Previsto,Valor Realizado,MAPE (%)
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-11-27,2514.0,2848,11.73
Voting(ETR+RFR+XGB),2025-11-27,2079.0,2848,27.0
FEAT+ABR(3),2025-11-28,2764.6,3030,8.76
Pipeline em Produção,2025-11-28,2782.0,3030,82.93
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-11-28,2812.0,3030,7.19
Voting(ETR+RFR+XGB),2025-11-28,2788.9,3030,7.96
FEAT+ABR(3),2025-12-01,2716.3,2666,1.89
Pipeline em Produção,2025-12-01,2792.7,2666,6.21
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-12-01,2665.0,2666,0.04
Voting(ETR+RFR+XGB),2025-12-01,2662.9,2666,0.12
FEAT+ABR(3),2025-12-02,2764.8,2563,7.87
Pipeline em Produção,2025-12-02,2791.6,2563,3.59
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-12-02,2815.9,2563,9.87
Voting(ETR+RFR+XGB),2025-12-02,2830.0,2563,10.42
FEAT+ABR(3),2025-12-03,2747.7,2583,6.38
Pipeline em Produção,2025-12-03,2746.3,2583,4.89
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-12-03,2789.6,2583,8.0
Voting(ETR+RFR+XGB),2025-12-03,2750.6,2583,6.49
FEAT+ABR(3),2025-12-04,2713.8,2232,21.59
Pipeline em Produção,2025-12-04,2709.0,2232,3.95
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-12-04,2759.6,2232,23.64
Voting(ETR+RFR+XGB),2025-12-04,2632.3,2232,17.94
FEAT+ABR(3),2025-12-05,3115.4,2719,14.58
Pipeline em Produção,2025-12-05,2554.1,2719,1.69
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-12-05,2771.3,2719,1.92
Voting(ETR+RFR+XGB),2025-12-05,2854.5,2719,4.98
FEAT+ABR(3),2025-12-08,3129.4,2994,4.52
Pipeline em Produção,2025-12-08,2729.9,2994,24.61
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-12-08,2940.7,2994,1.78
Voting(ETR+RFR+XGB),2025-12-08,3191.2,2994,6.59
FEAT+ABR(3),2025-12-09,3064.7,2825,8.49
Pipeline em Produção,2025-12-09,2676.2,2825,11.47
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-12-09,2787.9,2825,1.31
Voting(ETR+RFR+XGB),2025-12-09,2861.0,2825,1.27
FEAT+ABR(3),2025-12-10,2845.1,3003,5.26
Pipeline em Produção,2025-12-10,2786.2,3003,2.31
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-12-10,2497.0,3003,16.85
Voting(ETR+RFR+XGB),2025-12-10,2803.7,3003,6.64
FEAT+ABR(3),2025-12-11,2689.5,3181,15.45
Pipeline em Produção,2025-12-11,2777.1,3181,3.0
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-12-11,2804.0,3181,11.85
Voting(ETR+RFR+XGB),2025-12-11,2704.7,3181,14.97
FEAT+ABR(3),2025-12-12,2974.2,3108,4.3
Pipeline em Produção,2025-12-12,2786.2,3108,16.41
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-12-12,2763.0,3108,11.1
Voting(ETR+RFR+XGB),2025-12-12,2561.9,3108,17.57
FEAT+ABR(3),2025-12-15,2649.6,3226,17.87
Pipeline em Produção,2025-12-15,2731.3,3226,12.65
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-12-15,2752.5,3226,14.68
Voting(ETR+RFR+XGB),2025-12-15,2748.3,3226,14.81
FEAT+ABR(3),2025-12-16,2651.9,3069,13.59
Pipeline em Produção,2025-12-16,2959.9,3069,20.42
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-12-16,2818.4,3069,8.17
Voting(ETR+RFR+XGB),2025-12-16,2653.7,3069,13.53
FEAT+ABR(3),2025-12-17,2706.1,3052,11.33
Pipeline em Produção,2025-12-17,2613.2,3052,6.35
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-12-17,2803.8,3052,8.13
Voting(ETR+RFR+XGB),2025-12-17,2709.1,3052,11.23
FEAT+ABR(3),2025-12-18,2728.3,2648,3.03
Pipeline em Produção,2025-12-18,2818.7,2648,10.32
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-12-18,2881.3,2648,8.81
Voting(ETR+RFR+XGB),2025-12-18,2766.4,2648,4.47
FEAT+ABR(3),2025-12-19,2830.8,3452,18.0
Pipeline em Produção,2025-12-19,2994.0,3452,1.99
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-12-19,2765.3,3452,19.89
Voting(ETR+RFR+XGB),2025-12-19,2814.7,3452,18.46
FEAT+ABR(3),2025-12-22,2558.8,2549,0.39
Pipeline em Produção,2025-12-22,2831.8,2549,1.51
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-12-22,2782.3,2549,9.15
Voting(ETR+RFR+XGB),2025-12-22,2425.2,2549,4.86
FEAT+ABR(3),2025-12-23,2700.4,4010,32.66
Pipeline em Produção,2025-12-23,2844.1,4010,8.11
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-12-23,2758.2,4010,31.22
Voting(ETR+RFR+XGB),2025-12-23,2660.5,4010,33.65
FEAT+ABR(3),2025-12-24,2794.3,1935,44.41
Pipeline em Produção,2025-12-24,2836.8,1935,30.9
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-12-24,2876.3,1935,48.64
Voting(ETR+RFR+XGB),2025-12-24,2897.4,1935,49.74
FEAT+ABR(3),2025-12-26,2766.2,2682,3.14
Pipeline em Produção,2025-12-26,2717.8,2682,34.82
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-12-26,2923.7,2682,9.01
Voting(ETR+RFR+XGB),2025-12-26,2717.3,2682,1.32
FEAT+ABR(3),2025-12-29,2873.8,3207,10.39
Pipeline em Produção,2025-12-29,2918.9,3207,3.17
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-12-29,2894.5,3207,9.75
Voting(ETR+RFR+XGB),2025-12-29,2733.3,3207,14.77
FEAT+ABR(3),2025-12-30,2845.9,3487,18.39
Pipeline em Produção,2025-12-30,2962.2,3487,7.49
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-12-30,2613.7,3487,25.04
Voting(ETR+RFR+XGB),2025-12-30,2604.6,3487,25.3
FEAT+ABR(3),2025-12-31,2957.9,1102,168.41
Pipeline em Produção,2025-12-31,2865.3,1102,12.91
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2025-12-31,1935.0,1102,75.59
Voting(ETR+RFR+XGB),2025-12-31,2514.4,1102,128.17
FEAT+ABR(3),2026-01-02,2902.3,2490,16.56
Pipeline em Produção,2026-01-02,2994.4,2490,196.98
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-01-02,2898.9,2490,16.42
Voting(ETR+RFR+XGB),2026-01-02,2957.1,2490,18.76
FEAT+ABR(3),2026-01-05,3002.0,2970,1.08
Pipeline em Produção,2026-01-05,2910.9,2970,9.08
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-01-05,2876.3,2970,3.15
Voting(ETR+RFR+XGB),2026-01-05,2971.9,2970,0.06
FEAT+ABR(3),2026-01-06,2781.1,2882,3.5
Pipeline em Produção,2026-01-06,2551.0,2882,1.35
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-01-06,2890.8,2882,0.3
Voting(ETR+RFR+XGB),2026-01-06,2922.9,2882,1.42
FEAT+ABR(3),2026-01-07,2945.3,3123,5.69
Pipeline em Produção,2026-01-07,2946.1,3123,2.08
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-01-07,2820.0,3123,9.7
Voting(ETR+RFR+XGB),2026-01-07,2797.5,3123,10.42
FEAT+ABR(3),2026-01-08,2971.0,3213,7.53
Pipeline em Produção,2026-01-08,3073.7,3213,2.27
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-01-08,2887.5,3213,10.13
Voting(ETR+RFR+XGB),2026-01-08,2972.5,3213,7.49
FEAT+ABR(3),2026-01-09,3079.9,3191,3.48
Pipeline em Produção,2026-01-09,3080.2,3191,4.99
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-01-09,2943.1,3191,7.77
Voting(ETR+RFR+XGB),2026-01-09,3193.5,3191,0.08
FEAT+ABR(3),2026-01-12,3061.4,3137,2.41
Pipeline em Produção,2026-01-12,3116.8,3137,1.58
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-01-12,2919.9,3137,6.92
Voting(ETR+RFR+XGB),2026-01-12,3017.6,3137,3.81
FEAT+ABR(3),2026-01-13,2959.8,3037,2.54
Pipeline em Produção,2026-01-13,3069.3,3037,2.87
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-01-13,3035.0,3037,0.06
Voting(ETR+RFR+XGB),2026-01-13,2957.6,3037,2.61
FEAT+ABR(3),2026-01-14,2921.9,3187,8.32
Pipeline em Produção,2026-01-14,2948.6,3187,3.22
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-01-14,2951.0,3187,7.41
Voting(ETR+RFR+XGB),2026-01-14,2831.9,3187,11.14
FEAT+ABR(3),2026-01-15,3052.2,3226,5.39
Pipeline em Produção,2026-01-15,3082.8,3226,3.9
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-01-15,2996.1,3226,7.13
Voting(ETR+RFR+XGB),2026-01-15,3050.6,3226,5.44
FEAT+ABR(3),2026-01-16,2966.9,3112,4.66
Pipeline em Produção,2026-01-16,3178.5,3112,2.08
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-01-16,3008.4,3112,3.33
Voting(ETR+RFR+XGB),2026-01-16,3027.3,3112,2.72
FEAT+ABR(3),2026-01-19,2933.8,2946,0.41
Pipeline em Produção,2026-01-19,3082.8,2946,24.94
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-01-19,2920.7,2946,0.86
Voting(ETR+RFR+XGB),2026-01-19,2909.6,2946,1.24
FEAT+ABR(3),2026-01-20,3099.1,3014,2.82
Pipeline em Produção,2026-01-20,3112.9,3014,3.1
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-01-20,2900.6,3014,3.76
Voting(ETR+RFR+XGB),2026-01-20,3124.3,3014,3.66
FEAT+ABR(3),2026-01-21,2888.0,2984,3.22
Pipeline em Produção,2026-01-21,3118.8,2984,2.96
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-01-21,2941.2,2984,1.43
Voting(ETR+RFR+XGB),2026-01-21,3037.8,2984,1.8
FEAT+ABR(3),2026-01-22,2800.4,3045,8.03
Pipeline em Produção,2026-01-22,3112.4,3045,3.57
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-01-22,2940.3,3045,3.44
Voting(ETR+RFR+XGB),2026-01-22,2787.9,3045,8.44
FEAT+ABR(3),2026-01-23,3023.7,3074,1.63
Pipeline em Produção,2026-01-23,3132.3,3074,1.72
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-01-23,2960.8,3074,3.68
Voting(ETR+RFR+XGB),2026-01-23,3145.8,3074,2.33
FEAT+ABR(3),2026-01-26,2999.8,3006,0.21
Pipeline em Produção,2026-01-26,3120.3,3006,12.15
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-01-26,2955.8,3006,1.67
Voting(ETR+RFR+XGB),2026-01-26,2960.5,3006,1.51
FEAT+ABR(3),2026-01-27,2963.2,2995,1.06
Pipeline em Produção,2026-01-27,3156.3,2995,4.2
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-01-27,2975.6,2995,0.65
Voting(ETR+RFR+XGB),2026-01-27,2929.8,2995,2.18
FEAT+ABR(3),2026-01-28,2734.4,2850,4.06
Pipeline em Produção,2026-01-28,3105.7,2850,3.01
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-01-28,3011.3,2850,5.66
Voting(ETR+RFR+XGB),2026-01-28,2987.8,2850,4.84
FEAT+ABR(3),2026-01-29,3087.2,2711,13.88
Pipeline em Produção,2026-01-29,3219.0,2711,4.84
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-01-29,3045.7,2711,12.35
Voting(ETR+RFR+XGB),2026-01-29,3136.9,2711,15.71
FEAT+ABR(3),2026-01-30,3090.2,2793,10.64
Pipeline em Produção,2026-01-30,3143.8,2793,18.23
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-01-30,3046.4,2793,9.07
Voting(ETR+RFR+XGB),2026-01-30,3193.2,2793,14.33
FEAT+ABR(3),2026-02-02,3038.5,2614,16.24
Pipeline em Produção,2026-02-02,3009.0,2614,15.05
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-02-02,3030.2,2614,15.92
Voting(ETR+RFR+XGB),2026-02-02,3079.2,2614,17.8
FEAT+ABR(3),2026-02-03,3081.9,2660,15.86
Pipeline em Produção,2026-02-03,2943.8,2660,15.76
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-02-03,3047.0,2660,14.55
Voting(ETR+RFR+XGB),2026-02-03,3070.3,2660,15.42
FEAT+ABR(3),2026-02-04,2962.4,2604,13.76
Pipeline em Produção,2026-02-04,2725.8,2604,4.49
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-02-04,2996.5,2604,15.07
Voting(ETR+RFR+XGB),2026-02-04,2843.0,2604,9.18
FEAT+ABR(3),2026-02-05,2935.7,2449,19.87
Pipeline em Produção,2026-02-05,2718.6,2449,3.68
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-02-05,2999.6,2449,22.48
Voting(ETR+RFR+XGB),2026-02-05,2757.0,2449,12.58
FEAT+ABR(3),2026-02-06,2952.7,3331,11.36
Pipeline em Produção,2026-02-06,2729.3,3331,6.99
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-02-06,2959.7,3331,11.15
Voting(ETR+RFR+XGB),2026-02-06,2720.9,3331,18.32
FEAT+ABR(3),2026-02-09,2933.8,3192,8.09
Pipeline em Produção,2026-02-09,2920.7,3192,4.94
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-02-09,2974.5,3192,6.82
Voting(ETR+RFR+XGB),2026-02-09,2744.1,3192,14.03
FEAT+ABR(3),2026-02-10,3122.6,3387,7.81
Pipeline em Produção,2026-02-10,2901.3,3387,17.62
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-02-10,2967.0,3387,12.4
Voting(ETR+RFR+XGB),2026-02-10,3297.2,3387,2.65
FEAT+ABR(3),2026-02-11,2868.5,3101,7.5
Pipeline em Produção,2026-02-11,2912.7,3101,12.53
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-02-11,3044.6,3101,1.82
Voting(ETR+RFR+XGB),2026-02-11,2088.5,3101,32.65
FEAT+ABR(3),2026-02-12,2909.8,3432,15.21
Pipeline em Produção,2026-02-12,3174.7,3432,1.55
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-02-12,2991.0,3432,12.85
Voting(ETR+RFR+XGB),2026-02-12,3062.1,3432,10.78
FEAT+ABR(3),2026-02-13,3175.9,3300,3.76
Pipeline em Produção,2026-02-13,3138.6,3300,8.27
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-02-13,1935.0,3300,41.36
Voting(ETR+RFR+XGB),2026-02-13,3178.3,3300,3.69
FEAT+ABR(3),2026-02-18,2824.1,3079,8.28
Pipeline em Produção,2026-02-18,2966.2,3079,26838.84
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-02-18,3005.8,3079,2.38
Voting(ETR+RFR+XGB),2026-02-18,2869.8,3079,6.8
FEAT+ABR(3),2026-02-19,2784.7,3199,12.95
Pipeline em Produção,2026-02-19,3127.3,3199,3.02
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-02-19,3003.7,3199,6.11
Voting(ETR+RFR+XGB),2026-02-19,2978.5,3199,6.89
FEAT+ABR(3),2026-02-20,3098.1,3186,2.76
Pipeline em Produção,2026-02-20,3011.1,3186,10.66
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-02-20,3200.7,3186,0.46
Voting(ETR+RFR+XGB),2026-02-20,3177.0,3186,0.28
FEAT+ABR(3),2026-02-23,3061.5,3144,2.62
Pipeline em Produção,2026-02-23,3070.0,3144,38.64
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-02-23,2856.1,3144,9.16
Voting(ETR+RFR+XGB),2026-02-23,2958.3,3144,5.91
FEAT+ABR(3),2026-02-24,3178.8,3271,2.82
Pipeline em Produção,2026-02-24,3130.5,3271,4.6
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-02-24,3139.3,3271,4.03
Voting(ETR+RFR+XGB),2026-02-24,3057.9,3271,6.52
FEAT+ABR(3),2026-02-25,3127.3,2836,10.27
Pipeline em Produção,2026-02-25,3092.7,2836,7.48
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-02-25,3178.1,2836,12.06
Voting(ETR+RFR+XGB),2026-02-25,3092.6,2836,9.05
FEAT+ABR(3),2026-02-26,2978.1,2916,2.13
Pipeline em Produção,2026-02-26,3058.0,2916,6.75
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-02-26,2920.1,2916,0.14
Voting(ETR+RFR+XGB),2026-02-26,2834.3,2916,2.8
FEAT+ABR(3),2026-02-27,3036.1,2992,1.47
Pipeline em Produção,2026-02-27,3075.7,2992,2.92
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-02-27,2951.1,2992,1.37
Voting(ETR+RFR+XGB),2026-02-27,3026.0,2992,1.14
FEAT+ABR(3),2026-03-02,3025.8,2844,6.39
Pipeline em Produção,2026-03-02,2996.3,2844,8.42
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-03-02,2991.6,2844,5.19
Voting(ETR+RFR+XGB),2026-03-02,2934.2,2844,3.17
FEAT+ABR(3),2026-03-03,3015.7,2487,21.26
Pipeline em Produção,2026-03-03,2970.3,2487,3.39
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-03-03,2854.2,2487,14.77
Voting(ETR+RFR+XGB),2026-03-03,2918.1,2487,17.33
FEAT+ABR(3),2026-03-04,2951.5,2681,10.09
Pipeline em Produção,2026-03-04,2678.8,2681,15.86
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-03-04,3101.2,2681,15.68
Voting(ETR+RFR+XGB),2026-03-04,2811.3,2681,4.86
FEAT+ABR(3),2026-03-05,2802.3,2608,7.45
Pipeline em Produção,2026-03-05,2807.3,2608,4.86
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-03-05,2981.2,2608,14.31
Voting(ETR+RFR+XGB),2026-03-05,2750.9,2608,5.48
FEAT+ABR(3),2026-03-06,2737.3,2715,0.82
Pipeline em Produção,2026-03-06,2625.2,2715,2.99
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-03-06,2707.6,2715,0.27
Voting(ETR+RFR+XGB),2026-03-06,2720.4,2715,0.2
FEAT+ABR(3),2026-03-09,2777.8,2332,19.12
Pipeline em Produção,2026-03-09,2658.7,2332,26.71
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-03-09,2819.7,2332,20.91
Voting(ETR+RFR+XGB),2026-03-09,2829.6,2332,21.34
FEAT+ABR(3),2026-03-10,2814.5,2823,0.3
Pipeline em Produção,2026-03-10,2720.4,2823,23.51
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-03-10,2721.5,2823,3.6
Voting(ETR+RFR+XGB),2026-03-10,3056.0,2823,8.26
FEAT+ABR(3),2026-03-11,2815.0,2990,5.85
Pipeline em Produção,2026-03-11,2669.2,2990,4.09
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-03-11,2765.0,2990,7.53
Voting(ETR+RFR+XGB),2026-03-11,2745.7,2990,8.17
FEAT+ABR(3),2026-03-12,3012.6,2975,1.27
Pipeline em Produção,2026-03-12,3268.2,2975,1.19
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-03-12,3237.3,2975,8.82
Voting(ETR+RFR+XGB),2026-03-12,3115.6,2975,4.73
FEAT+ABR(3),2026-03-13,2959.5,2985,0.85
Pipeline em Produção,2026-03-13,2720.4,2985,4.24
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-03-13,3066.8,2985,2.74
Voting(ETR+RFR+XGB),2026-03-13,2902.2,2985,2.78
FEAT+ABR(3),2026-03-16,2958.5,2905,1.84
Pipeline em Produção,2026-03-16,2851.2,2905,11.43
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-03-16,2960.3,2905,1.9
Voting(ETR+RFR+XGB),2026-03-16,2936.6,2905,1.09
FEAT+ABR(3),2026-03-17,2886.6,3098,6.83
Pipeline em Produção,2026-03-17,2848.2,3098,4.92
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-03-17,3011.3,3098,2.8
Voting(ETR+RFR+XGB),2026-03-17,2818.4,3098,9.02
FEAT+ABR(3),2026-03-18,2994.4,2753,8.77
Pipeline em Produção,2026-03-18,3203.3,2753,7.31
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-03-18,3038.1,2753,10.36
Voting(ETR+RFR+XGB),2026-03-18,2991.9,2753,8.68
FEAT+ABR(3),2026-03-19,2817.7,3261,13.59
Pipeline em Produção,2026-03-19,2748.2,3261,10.76
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-03-19,2899.8,3261,11.08
Voting(ETR+RFR+XGB),2026-03-19,2746.1,3261,15.79
FEAT+ABR(3),2026-03-20,2968.9,2930,1.33
Pipeline em Produção,2026-03-20,3203.3,2930,12.14
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-03-20,3283.4,2930,12.06
Voting(ETR+RFR+XGB),2026-03-20,3065.0,2930,4.61
FEAT+ABR(3),2026-03-23,2747.9,2958,7.1
Pipeline em Produção,2026-03-23,2836.1,2958,43.43
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-03-23,2980.9,2958,0.77
Voting(ETR+RFR+XGB),2026-03-23,2888.5,2958,2.35
FEAT+ABR(3),2026-03-24,2887.5,3246,11.04
Pipeline em Produção,2026-03-24,2875.9,3246,0.12
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-03-24,2840.7,3246,12.49
Voting(ETR+RFR+XGB),2026-03-24,2837.9,3246,12.57
FEAT+ABR(3),2026-03-25,2993.1,3143,4.77
Pipeline em Produção,2026-03-25,3119.2,3143,17.87
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-03-25,3013.5,3143,4.12
Voting(ETR+RFR+XGB),2026-03-25,2947.4,3143,6.22
FEAT+ABR(3),2026-03-26,3158.9,3003,5.19
Pipeline em Produção,2026-03-26,3028.9,3003,4.51
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-03-26,3198.2,3003,6.5
Voting(ETR+RFR+XGB),2026-03-26,3080.9,3003,2.59
FEAT+ABR(3),2026-03-27,3139.2,3323,5.53
Pipeline em Produção,2026-03-27,3054.8,3323,1.05
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-03-27,3164.5,3323,4.77
Voting(ETR+RFR+XGB),2026-03-27,3124.2,3323,5.98
FEAT+ABR(3),2026-03-30,2840.8,3279,13.36
Pipeline em Produção,2026-03-30,2831.3,3279,16.67
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-03-30,2761.4,3279,15.79
Voting(ETR+RFR+XGB),2026-03-30,2799.9,3279,14.61
FEAT+ABR(3),2026-03-31,2979.3,2935,1.51
Pipeline em Produção,2026-03-31,3054.8,2935,23.9
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-03-31,2990.8,2935,1.9
Voting(ETR+RFR+XGB),2026-03-31,3111.3,2935,6.01
FEAT+ABR(3),2026-04-01,2998.6,2380,25.99
Pipeline em Produção,2026-04-01,2869.0,2380,1.56
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-04-01,3038.4,2380,27.66
Voting(ETR+RFR+XGB),2026-04-01,3016.8,2380,26.76
FEAT+ABR(3),2026-04-02,2968.5,3049,2.64
Pipeline em Produção,2026-04-02,2964.7,3049,3.41
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-04-02,3010.0,3049,1.28
Voting(ETR+RFR+XGB),2026-04-02,2935.6,3049,3.72
FEAT+ABR(3),2026-04-06,2906.2,2552,13.88
Pipeline em Produção,2026-04-06,2621.1,2552,24.87
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-04-06,2872.3,2552,12.55
Voting(ETR+RFR+XGB),2026-04-06,2819.5,2552,10.48
FEAT+ABR(3),2026-04-07,2890.5,2899,0.29
Pipeline em Produção,2026-04-07,2985.1,2899,7.23
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-04-07,2754.3,2899,4.99
Voting(ETR+RFR+XGB),2026-04-07,2779.1,2899,4.14
FEAT+ABR(3),2026-04-08,2835.9,3464,18.13
Pipeline em Produção,2026-04-08,2486.3,3464,2.78
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-04-08,2937.0,3464,15.21
Voting(ETR+RFR+XGB),2026-04-08,2769.0,3464,20.06
FEAT+ABR(3),2026-04-09,3049.0,3035,0.46
Pipeline em Produção,2026-04-09,2838.2,3035,24.21
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-04-09,2919.9,3035,3.79
Voting(ETR+RFR+XGB),2026-04-09,2787.9,3035,8.14
FEAT+ABR(3),2026-04-10,3086.8,2967,4.04
Pipeline em Produção,2026-04-10,2906.9,2967,4.65
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-04-10,3103.8,2967,4.61
Voting(ETR+RFR+XGB),2026-04-10,2798.0,2967,5.7
FEAT+ABR(3),2026-04-13,2990.0,3317,9.86
Pipeline em Produção,2026-04-13,2909.0,3317,24.64
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-04-13,2926.8,3317,11.76
Voting(ETR+RFR+XGB),2026-04-13,3018.3,3317,9.0
FEAT+ABR(3),2026-04-14,3095.0,3239,4.45
Pipeline em Produção,2026-04-14,2955.7,3239,10.28
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-04-14,3073.5,3239,5.11
Voting(ETR+RFR+XGB),2026-04-14,2939.4,3239,9.25
FEAT+ABR(3),2026-04-15,2951.1,3243,9.0
Pipeline em Produção,2026-04-15,2979.6,3243,8.41
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-04-15,3025.6,3243,6.71
Voting(ETR+RFR+XGB),2026-04-15,2858.4,3243,11.86
FEAT+ABR(3),2026-04-16,3040.6,3150,3.47
Pipeline em Produção,2026-04-16,3151.0,3150,4.12
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-04-16,3060.2,3150,2.85
Voting(ETR+RFR+XGB),2026-04-16,3138.9,3150,0.35
FEAT+ABR(3),2026-04-17,3120.7,3527,11.52
Pipeline em Produção,2026-04-17,3219.7,3527,3.82
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-04-17,3074.9,3527,12.82
Voting(ETR+RFR+XGB),2026-04-17,3060.1,3527,13.24
FEAT+ABR(3),2026-04-20,3153.5,3462,8.91
Pipeline em Produção,2026-04-20,3127.6,3462,6.25
SE(ETR)+MMS+BIN+SE(ELAS)+ABR,2026-04-20,2986.0,3462,13.75
Voting(ETR+RFR+XGB),2026-04-20,3192.6,3462,7.78
FEAT+ABR(3),2026-04-22,3091.6,3097,0.17
Pipeline em Produção,2026-04-22,3239.0,3097,13.59
